,разметка,текст,контекст,community_id,community_type
337,skip,Пётр ЦОЙ👀,post,2,nontoxic
338,speech,"[id397612242|Sam-Sebe], каждый человек с узкими глазами это Цой?",Пётр ЦОЙ👀,2,nontoxic
339,skip,"Ну не Дерсу Узала, правда ведь?)","[id397612242|Sam-Sebe], каждый человек с узкими глазами это Цой?",2,nontoxic
340,positive,Такие черты лица красивые,post,2,nontoxic
341,speech,Обожаю Вашу группу. Какие красивые лица!,post,2,nontoxic
342,positive,Хороший какой)),post,2,nontoxic
343,skip,"мне кажется, девушки скоро начнут просто следить, где парни отсюда чаще бывают, и выслеживать их хддддд",post,2,nontoxic
344,skip,"О, Корщиков",post,2,nontoxic
345,skip,"Telegram-канал @realismkitchensink
Инст buenas_nochess_blanco",post,2,nontoxic
346,positive,Прекрасная! Словно героиня графического романа ✨,post,2,nontoxic
347,skip,,post,2,nontoxic
348,skip,А где ботинки,post,2,nontoxic
349,positive,Глаза потрясающие!!!,post,2,nontoxic
350,skip,вау 💗💗☀️,post,2,nontoxic
351,positive,Глаза просто невероятные.💞,post,2,nontoxic
352,positive,"[id246671552|Алёна], а вы сама такая прекрасная",Глаза просто невероятные.💞,2,nontoxic
353,positive,"[id521391866|Cry], в любом случае выглядит круто👉🏻👈🏻",у неё тоннель в виде сердечка или мне кажется ¿,2,nontoxic
354,positive,"[id521391866|Cry], скорее всего этот эффект возник из-за веса серёжки. Но да, выглядит мимимишно",у неё тоннель в виде сердечка или мне кажется ¿,2,nontoxic
355,skip,ГЛАЗААААА😍😍😍😍,post,2,nontoxic
356,skip,,post,2,nontoxic
357,positive,Красавица прелестная 🥺,post,2,nontoxic
358,skip,,post,2,nontoxic
359,positive,Улыбка и правда чудесная 🥺❤️,post,2,nontoxic
360,skip,,post,2,nontoxic
361,skip,,post,2,nontoxic
362,positive,Какая прелесть 😍,post,2,nontoxic
363,skip,Куколка Барби,post,2,nontoxic
364,skip,"[id141537783|Света], с просонья увидел Тебя",Надежда не может приносить неудобства),2,nontoxic
365,speech,"[id134218593|Георгий], доброе утро))","[id141537783|Света], с просонья увидел Тебя",2,nontoxic
366,skip,,post,2,nontoxic
367,positive,Какой милый,post,2,nontoxic
368,positive,Какой прекрасный😻,post,2,nontoxic
369,skip,А он похож на Даню,post,2,nontoxic
370,skip,на Диму похож,post,2,nontoxic
371,speech,"[id398339520|Елена], согласна",на Диму похож,2,nontoxic
372,positive,чудесный,post,2,nontoxic
373,positive,Очень обаятельный молодой человек .,post,2,nontoxic
374,skip,"[id137520178|Евангелина], как вы это поняли из двух фото ?",Очень обаятельный молодой человек .,2,nontoxic
375,skip,обаятельность в плане внешнего вида,"[id137520178|Евангелина], как вы это поняли из двух фото ?",2,nontoxic
376,skip,"Мне нравятся эти переходы от ""ты"" к ""вы""))",post,2,nontoxic
377,skip,Даня Багров,post,2,nontoxic
378,skip,"[id536254996|Сергей], рили",Даня Багров,2,nontoxic
379,skip,влюбилась,post,2,nontoxic
380,positive,"аоаооаоаоаооаоа, краш😍",post,2,nontoxic
381,positive,Классные!,post,2,nontoxic
382,positive,"[id176115471|Дмитрий], и вы классный",Классные!,2,nontoxic
383,skip,😉✌🏻,"[id176115471|Дмитрий], и вы классный",2,nontoxic
384,positive,няшки,post,2,nontoxic
385,speech,"[id576638857|Тима], всем привет я вернулась",няшки,2,nontoxic
386,positive,Такие милые🥰,post,2,nontoxic
387,positive,Какие чудесные !🦋✨,post,2,nontoxic
388,positive,"[id96879383|Айсулпан], ты тоже чудесная! и твои ямочки на щеках прекрасны) Улыбайся почаще!😊️",Какие чудесные !🦋✨,2,nontoxic
389,speech,вот что значит доброе утро!!!спасибо ✨😭,"[id96879383|Айсулпан], ты тоже чудесная! и твои ямочки на щеках прекрасны) Улыбайся почаще!😊️",2,nontoxic
390,positive,Очень красивая😍😍😍,Какие чудесные !🦋✨,2,nontoxic
